,AK,AL,AR,AZ,CA,CO,CT,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
2012,,79.52295434343814,84.01694135285757,74.74396141871334,77.41835011320903,77.60064570671764,78.18601886275944,,76.57507457971312,76.75598574611331,68.37828666862158,81.52035244636912,79.53909156177046,78.52052255188391,77.6594567166687,75.4991440440398,84.0150706448831,77.16014352627407,76.40716632233907,78.71381314743476,75.13962608332004,77.62649658468216,75.7896850639989,78.39199068771548,77.92216000960647,,77.4193873090111,,,77.35974903494073,79.75791296295924,82.9242132366285,77.2895012375647,75.79627055564049,75.88400439754584,79.39848881810403,78.05134839389706,77.52674261875597,79.43502914179307,69.7447054563113,77.99469786543928,73.03416081861847,76.0749444776406,80.48173416549145,77.08441410936845,,78.75622244643168,77.43005040677396,78.69547509977185,
2013,,,78.17993170632828,77.928571383941,76.77818173222974,79.04125079237527,76.12456906193937,,75.71462755279244,79.28131986504867,76.02402297010961,79.39848881810403,76.93794080394144,77.713051763222,75.79691006929166,75.18849481265005,77.26164318916842,71.3601058552258,78.58025905339467,78.13403058396659,78.69547509977185,79.81609231725062,78.50896297394426,78.86298158347421,,80.24210528010263,78.26672003372161,,,80.79153933495931,77.92881205207878,,77.52599692070176,77.00883226752647,78.46581116550887,75.74281748277674,79.70986959650706,77.7333001535144,79.16399638560975,76.80689854563244,,75.88342022644319,77.78801626374171,80.41122246741617,77.46843282119697,77.28944766310752,78.37961780164213,76.75944022130271,,
2014,,,78.05088751062416,75.88059313177351,77.54330386963589,79.51009936255576,76.54899609617534,,75.44853764915344,77.41551564483545,,68.15026932478932,,78.21030330529518,74.6940365742703,77.73540651039703,79.85735630974227,80.25025502727932,77.24887074136868,79.72068976999462,79.17762209646911,78.85017443048154,77.99416746916523,79.4696565765466,78.27366686877257,,76.26346173788444,72.77570377860424,80.1015025364362,77.00824217577465,78.55137627740146,79.11728333077116,77.28944766310752,78.00901006632532,76.8766707033563,72.36835163478233,78.0279534788665,77.48443008295543,74.21420109729961,80.40342280931148,,76.12892761560657,77.47007888172293,79.18758470260438,77.98571638959811,,77.09682009146077,79.5627340530487,77.99246138143968,75.88342022644319
2015,,76.90385112262194,77.71125589410681,78.10122928625456,77.52368622896448,79.74788924437043,76.86763943210822,,76.76982127687435,76.1841355231677,,78.27366686877257,,77.6489322064858,78.7096003060166,76.6228404077256,82.12494215251786,76.39087333743895,78.0275519196079,77.4891151087765,,80.18194071243113,77.25583365906446,77.37608687878776,77.57065315044039,79.39848881810403,78.03319357632724,74.10415452587463,,77.11617568057015,76.526422768853,78.12291737280194,70.5405159671187,75.16385613466876,77.13535956451103,,77.61752073166254,79.4540415519423,77.28944766310752,78.21149026626254,77.28944766310752,75.97715538888748,78.96593625905555,80.08010189623327,78.42704883485968,,77.52756843026748,78.2294213038407,76.23823536541191,
2016,78.97668058710472,75.89060565366977,78.97668058710472,79.73648892990184,77.84131751735046,80.33773932969734,77.78727822439156,79.04698195893795,73.2536173100329,77.3317194379566,,,73.77437907144669,78.54022254375734,76.67360115049001,78.92981300588258,79.21387913057033,77.18511591337035,77.7316503554025,78.70967921057071,78.66896882164696,80.65309684245348,78.51916018391765,76.99331994854543,,77.9924613814397,78.31104159796044,,,77.28944766310752,79.25788990213611,78.10385853512314,80.77802516545904,76.83494688724987,78.06571347356093,75.5319133672771,77.74820929687984,77.5879200127747,76.44583120110893,74.42169516171182,77.9924613814397,71.1446149300186,77.8700612877165,78.27366686877257,76.62202735677062,,76.26323130352735,77.53048093796427,,66.74424188812499
2017,,,77.36130502718207,77.85493558127385,77.87210648610022,76.75427616577137,67.3145681651757,,75.24576380531964,78.35109650972966,,77.43005040677396,78.414269612439,78.0189276438423,76.53019284730877,76.688631128005,78.55487235610543,76.43860315752022,78.44724334815416,79.25053373683728,77.43005040677396,78.05905350668216,77.33149605021372,74.82352837156577,,79.77899278495576,78.00709300616802,64.38604111077582,78.70480560520295,72.36835163478233,77.46507032011048,,79.63282672421475,78.28416158104197,77.3657581750157,79.50394087585386,78.94375714382953,78.41913145417956,,78.69547509977185,,78.90423421164272,78.56662390858101,,78.00346622508074,,78.73997803071073,78.32990796623912,76.16462571377606,70.59715682306332
2018,,78.83607784343829,78.64860751854972,78.58640864643507,77.4476406693108,78.40665719968393,,79.39848881810403,77.22666682300117,79.3256377774784,,,,76.74528599377773,77.12571363136982,77.58165551042441,78.81291997768075,74.7450988690877,77.16615315127511,78.3352804688667,79.65707864215236,78.95260594325507,77.9924613814397,77.04339286169126,78.69547509977185,80.1015025364362,78.62517372793864,,,78.23993179947372,79.22438611110896,,,77.44825812041779,77.34097222501522,78.69547509977187,79.3306896358501,77.24293828369481,76.1255627310454,77.71125589410683,80.1015025364362,75.08320838269118,77.84188203824168,79.19005936479724,77.80835688892148,,78.4384270478757,77.89344528335097,,78.55487235610543
2019,,,,76.87943005253025,76.71895638289392,79.68598975594556,76.60696435818018,67.60625379133548,78.95978955108384,79.93754379148844,,,,78.49029968732539,78.41173292436292,80.43247911147236,77.26213522661908,77.5927801039277,79.17518048518663,78.33982201098601,76.1265353847555,75.89139416121093,77.94764245523952,78.97668058710474,76.07745680729342,78.96694539044374,78.39677714251134,76.58643394477535,78.97668058710472,79.18758470260437,78.47997952290382,79.73558343703688,72.22774889111591,77.90724258575943,78.19759113678967,75.18040650811102,79.4616746065451,78.26336318562151,71.70659190028417,81.50408434902583,,78.86696985034935,77.9287748498165,,79.3339730819612,,78.47331783440026,79.1477769315235,79.39848881810403,
2020,76.58643394477535,76.28273841124327,79.47263744083025,76.51613257294214,78.1951431542267,77.889979504684,78.18545853415807,,74.66255572480674,81.08141091205758,,78.69547509977185,79.74373953980627,77.9614501807716,79.00900167619943,78.17993170632828,76.62387329581864,77.9924613814397,79.5180741696545,77.8049910565511,76.86763943210822,78.69285861580343,79.11728333077117,,,78.08619654388399,77.2693816686154,,,,75.29774839824752,79.30557178298628,75.18040650811102,76.77399953799342,79.05477199306571,,79.04573628399137,77.03022768876824,76.25836087622035,77.28944766310752,,78.856284620152,79.33030005788359,78.78043679921385,77.72877393159015,78.69547509977185,79.03987418056857,78.36740203121684,,
2021,,,79.39848881810403,78.74329828951284,77.3878862688978,78.83936717679862,78.41426961243899,,77.59933411827855,78.18307830997139,77.28944766310752,,,78.76577647160508,79.98715259934565,,79.5009048802064,76.93794080394144,78.07057401680991,76.3350736223881,,,76.57535825795199,79.18308972639177,,,77.28944766310752,77.28944766310752,,79.04698195893795,77.93713785309248,75.88342022644319,73.82124665266883,78.34564890726696,78.6261909567659,77.28944766310752,79.28742634868968,78.32706688440445,,76.61864498758801,,78.89942289637737,76.20219492625257,,77.81393924224189,,79.52963827578256,77.99246138143968,,
