,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
2001,0.0,0.20394906576031702,0.3313667819381246,0.1373868499077516,0.6580242270853757,0.6945968698686656,0.28048232863160805,,0.0,0.605277921039819,0.18836962603825805,0.0,0.31695017860142566,0.0,0.47349153685172796,0.4456183020784083,0.3432517057893519,0.223830168412057,0.43021910628864174,0.7254258721396277,0.16540736525916025,0.0,0.20026320593155586,0.17731653412846796,0.0,0.0,0.9356480017365627,0.09534629966731768,0.0,0.0,0.0,0.9006787740410866,1.4307318336402253,0.0,0.8224715259072619,0.8554978569778683,0.0,0.47418793537861653,0.6249028959484343,0.9439652771812442,0.0,0.0,0.5857223728667624,0.3448765705722133,0.0,0.5857874606101866,0.0,0.6566080442627362,0.34349895593492347,0.5579899416733114,0.0
2002,1.366969906157516,0.20394906576031702,0.6627335638762492,0.5495473996310064,1.0882708371027365,0.8682460873358321,0.28048232863160805,,0.0,0.4190385607198747,0.47092406509564516,0.7062785336527596,0.0,0.0,1.1048135859873651,0.29707886805227224,1.0297551173680557,0.447660336824114,1.0755477657216044,1.4508517442792555,0.8270368262958013,0.7439302729033813,0.6007896177946676,1.0638992047708078,0.16293470163723306,0.3360046825612562,0.9356480017365627,0.28603889900195306,0.0,0.0,0.0,1.1258484675513583,0.0,0.6493177618276477,0.9766849370148735,0.5988484998845077,0.0,1.4225638061358497,0.31245144797421714,0.0,0.1942232565258043,0.0,0.2928611864333812,0.310388913514992,0.0,0.702944952732224,0.0,0.7879296531152834,0.34349895593492347,0.0,0.0
2003,0.0,0.0,0.3313667819381246,0.2747736998155032,1.1895053335774097,0.1736492174671664,0.0,,0.0,0.6518377611198051,0.2825544390573871,0.0,0.0,0.0,1.2626440982712746,0.5941577361045445,0.3432517057893519,0.0,0.43021910628864174,0.7254258721396277,0.661629461036641,0.7439302729033813,0.5006580148288896,0.8865826706423398,0.16293470163723306,0.0,0.0,0.47673149833658846,0.0,0.0,0.0,0.9006787740410866,0.0,0.6493177618276477,1.4393251703377083,0.6843982855822945,0.2527185566939965,1.659657773825158,1.4060315158839771,1.8879305543624885,0.0,0.0,0.4392917796500719,0.13795062822888535,0.31191924535505455,0.702944952732224,0.0,1.5758593062305668,0.5152484339023852,0.0,3.4556698038389038
2004,0.0,0.8157962630412681,0.9941003458143737,0.5495473996310064,0.9364190923907268,0.8682460873358321,1.4024116431580405,,2.053885746443697,0.6983976011997912,0.47092406509564516,0.0,0.6339003572028513,0.0,0.9469830737034559,0.4456183020784083,0.0,0.0,0.43021910628864174,1.886107267563032,0.8270368262958013,0.7439302729033813,0.4005264118631117,1.0638992047708078,0.0,0.0,0.0,0.19069259933463537,0.0,0.0,0.0,1.35101816106163,0.47691061121340844,0.32465888091382383,1.3365162295993005,0.34219914279114727,0.0,1.4225638061358497,0.4686771719613257,0.9439652771812442,0.1942232565258043,1.1303790500068387,0.2928611864333812,0.310388913514992,0.31191924535505455,1.1715749212203732,0.0,0.7879296531152834,0.17174947796746173,1.1159798833466228,0.0
2005,0.0,0.40789813152063403,0.3313667819381246,0.8243210994465096,1.467900198882761,0.6945968698686656,0.28048232863160805,,0.0,0.7915172813597633,1.0360329432104194,0.0,0.0,0.559576736156771,1.4993898666971386,0.5941577361045445,1.0297551173680557,0.447660336824114,0.6453286594329627,1.7410220931351064,0.8270368262958013,0.7439302729033813,0.7009212207604455,0.3546330682569359,0.0,0.3360046825612562,0.0,0.5720777980039061,0.0,0.0,0.0,1.0132636207962225,0.47691061121340844,0.32465888091382383,1.2851117592300967,0.5132987141867209,0.2527185566939965,1.659657773825158,1.4841443778775314,0.9439652771812442,0.5826697695774129,1.1303790500068387,0.5857223728667624,0.44833954174387736,0.0,0.9372599369762987,0.0,1.4445376973780195,0.34349895593492347,0.0,1.7278349019194519
2006,0.0,0.40789813152063403,0.0,0.686934249538758,1.6197519435947707,0.8682460873358321,0.5609646572632161,,1.0269428732218484,0.558718080959833,0.8476633171721613,0.0,0.31695017860142566,0.0,1.8939661474069118,1.188315472209089,0.6865034115787038,0.447660336824114,0.43021910628864174,2.321362790846808,0.8270368262958013,1.4878605458067626,0.6007896177946676,1.0638992047708078,0.4888041049116992,0.0,0.0,0.9534629966731769,2.6244583774023638,1.0339080483538114,0.0,0.9006787740410866,0.47691061121340844,0.9739766427414716,1.3365162295993005,1.1121472140712287,0.2527185566939965,1.1854698384465414,0.54679003395488,0.0,0.1942232565258043,0.0,1.464305932166906,0.413851884686656,0.9357577360651637,1.0544174290983361,1.602592353390845,2.3637889593458503,0.5152484339023852,0.0,1.7278349019194519
2007,0.0,0.20394906576031702,0.3313667819381246,0.4121605497232548,1.6197519435947707,0.8682460873358321,1.4024116431580405,,1.0269428732218484,0.8846369615197355,0.8476633171721613,1.4125570673055192,1.2678007144057026,1.119153472313542,2.0517966596908215,1.0397760381829528,1.0297551173680557,0.223830168412057,0.8604382125772835,1.886107267563032,0.661629461036641,0.7439302729033813,0.7009212207604455,0.7092661365138718,0.3258694032744661,0.6720093651225124,1.8712960034731254,1.0488092963404947,1.3122291887011819,0.0,0.735450400857241,2.139112088347581,0.9538212224268169,0.6493177618276477,2.004774344398951,1.1976969997690154,0.2527185566939965,1.659657773825158,1.5622572398710857,5.663791663087466,0.5826697695774129,1.1303790500068387,1.3178753389502156,0.4828271988010987,0.6238384907101091,1.5230473975864853,0.0,1.9698241327882087,0.5152484339023852,0.0,1.7278349019194519
2008,0.0,0.40789813152063403,0.6627335638762492,1.0990947992620128,1.9993813053747949,1.9101413921388304,0.28048232863160805,,0.0,1.117436161919666,1.0360329432104194,0.0,0.6339003572028513,0.559576736156771,1.9728814035488664,1.188315472209089,1.0297551173680557,1.790641347296456,1.9359859782988877,1.7410220931351064,0.4962220957774808,2.9757210916135253,0.9011844266920014,0.7092661365138718,0.8146735081861652,0.3360046825612562,0.9356480017365627,0.7627703973385415,1.3122291887011819,0.5169540241769057,0.735450400857241,1.35101816106163,0.47691061121340844,0.6493177618276477,1.0794938777532814,1.2832467854668024,0.0,2.1338457092037744,0.54679003395488,0.9439652771812442,0.1942232565258043,0.0,1.1714447457335249,0.724240798201648,0.6238384907101091,1.8745198739525974,1.602592353390845,2.1011457416407557,0.6869979118698469,1.6739698250199342,0.0
2009,0.0,0.20394906576031702,0.0,0.8243210994465096,1.8728381847814537,1.2155445222701649,0.0,,0.0,0.5121582408798468,0.9418481301912903,0.0,0.6339003572028513,0.559576736156771,1.3415593544132292,0.4456183020784083,0.6865034115787038,0.895320673648228,1.0755477657216044,2.756618314130585,1.1578515568141219,1.4878605458067626,0.5006580148288896,0.5319496023854039,0.16293470163723306,0.0,0.9356480017365627,0.6674240976712239,2.6244583774023638,0.0,0.735450400857241,1.4636030078167659,1.9076424448536338,1.2986355236552953,1.3879206999685045,1.368796571164589,1.010874226775986,2.370939676893083,1.4060315158839771,0.9439652771812442,0.9711162826290216,0.0,0.8785835593001438,0.5862901699727627,0.31191924535505455,1.1715749212203732,0.0,2.1011457416407557,0.8587473898373086,0.0,0.0
2010,0.0,0.20394906576031702,0.6627335638762492,0.8243210994465096,1.746295064188112,1.0418953048029984,0.28048232863160805,,0.0,0.8846369615197355,1.3185873822678063,0.0,0.31695017860142566,1.119153472313542,1.18372884212932,1.0397760381829528,2.402761940525463,0.895320673648228,0.8604382125772835,2.0311924419909575,0.661629461036641,0.0,0.9011844266920014,0.7092661365138718,1.1405429114606314,0.0,1.8712960034731254,0.47673149833658846,0.0,0.0,0.0,1.4636030078167659,0.0,0.32465888091382383,1.6449430518145238,0.8554978569778683,0.505437113387993,0.7112819030679248,0.7811286199355428,3.775861108724977,0.3884465130516086,0.0,0.5857223728667624,0.6552654840872054,0.0,1.2887324133424107,1.602592353390845,2.2324673504933035,0.17174947796746173,0.5579899416733114,1.7278349019194519
2011,1.366969906157516,0.40789813152063403,0.6627335638762492,0.9617079493542611,1.9487640571374585,1.9101413921388304,0.8414469858948243,,0.0,1.0708763218396797,0.7534785041530322,0.0,0.6339003572028513,0.0,1.815050891264957,1.336854906235225,1.3730068231574075,0.895320673648228,0.6453286594329627,2.466447965274734,0.4962220957774808,2.231790818710144,0.8010528237262234,1.2412157388992755,1.1405429114606314,0.0,1.8712960034731254,0.9534629966731769,0.0,0.0,0.735450400857241,1.8013575480821733,1.4307318336402253,0.6493177618276477,1.2851117592300967,0.9410476426756551,0.505437113387993,2.8451276122716993,1.4060315158839771,0.9439652771812442,0.1942232565258043,0.0,1.1714447457335249,0.5518025129155414,0.9357577360651637,0.8201024448542614,0.0,2.2324673504933035,0.8587473898373086,0.5579899416733114,0.0
2012,0.0,0.40789813152063403,0.3313667819381246,0.8243210994465096,1.7969123124254487,1.7364921746716642,0.8414469858948243,,0.0,0.8380771214397494,0.47092406509564516,0.7062785336527596,0.6339003572028513,0.559576736156771,1.4204746105551838,0.5941577361045445,2.0595102347361114,0.223830168412057,0.43021910628864174,2.901703488558511,0.661629461036641,2.231790818710144,0.6007896177946676,1.0638992047708078,0.9776082098233984,0.6720093651225124,0.0,1.2395018956751298,0.0,0.0,1.470900801714482,1.0132636207962225,0.47691061121340844,1.2986355236552953,1.6449430518145238,0.5132987141867209,0.2527185566939965,1.4225638061358497,2.1090472738259654,0.9439652771812442,0.1942232565258043,1.1303790500068387,0.5857223728667624,0.620777827029984,0.6238384907101091,1.2887324133424107,0.0,2.626432177050945,0.6869979118698469,0.5579899416733114,0.0
2013,0.0,0.0,0.9941003458143737,0.8243210994465096,2.328393418917483,1.2155445222701649,1.1219293145264322,,0.0,0.558718080959833,0.5651088781147742,0.7062785336527596,0.31695017860142566,1.119153472313542,1.8939661474069118,0.7426971701306806,0.3432517057893519,1.566811178884399,0.43021910628864174,3.1918738374143616,1.1578515568141219,0.7439302729033813,0.9011844266920014,0.5319496023854039,1.3034776130978645,0.0,0.9356480017365627,0.47673149833658846,0.0,0.0,1.470900801714482,1.1258484675513583,0.0,1.947953285482943,1.2337072888608929,0.8554978569778683,0.7581556700819896,2.1338457092037744,1.4060315158839771,1.8879305543624885,0.3884465130516086,0.0,0.2928611864333812,0.724240798201648,1.2476769814202182,0.702944952732224,1.602592353390845,1.4445376973780195,1.0304968678047703,0.0,0.0
