id,name,genre,reviews,rating,songs,seconds,genre_black,genre_death,genre_deathcore,genre_doom,genre_folk,genre_gothic,genre_grindcore,genre_heavy,genre_metalcore,genre_power,genre_progressive,genre_symphonic,genre_thrash,word_count,word_count_uniq,words_per_song,words_per_song_uniq,seconds_per_song,word_rate,word_rate_uniq,unique_first_words,N,types,TTR,logTTR,MTLD,logMTLD,vocd-D,logvocd-D
74,Falconer,Folk/Power Metal,61,84.5,71,1.985e+04,0,0,0,0,1,0,0,0,0,1,0,0,0,10127,2283,142.6,32.15,279.6,0.5101,0.115,2260,10127,2283,0.2254,0.8385,536.1,6.284,100.5,4.611
119,Suffocation,Brutal/Technical Death Metal,110,85.88,68,1.754e+04,0,1,0,0,0,0,0,0,0,0,0,0,0,12163,2522,178.9,37.09,257.9,0.6935,0.1438,2268,12163,2522,0.2074,0.8327,501.1,6.217,122.8,4.81
629,Borknagar,Progressive Viking/Folk/Black Metal,67,82.3,82,2.697e+04,1,0,0,0,1,0,0,0,0,0,1,0,0,12313,2532,150.2,30.88,328.9,0.4566,0.09389,2307,12313,2532,0.2056,0.8321,189.7,5.245,75.11,4.319
145,Vader,Death/Thrash Metal,91,84.83,113,2.333e+04,0,1,0,0,0,0,0,0,0,0,0,0,1,15417,2932,136.4,25.95,206.4,0.6609,0.1257,2314,15417,2932,0.1902,0.8279,441.4,6.09,105.7,4.661
892,Septicflesh,Atmospheric/Symphonic Death Metal,60,86.5,75,2.136e+04,0,1,0,0,0,0,0,0,0,0,0,1,0,10589,2372,141.2,31.63,284.9,0.4956,0.111,2314,10589,2372,0.224,0.8386,283.3,5.647,100,4.606
8,Dark Tranquillity,Melodic Death Metal,124,73.5,127,3.316e+04,0,1,0,0,0,0,0,0,0,0,0,0,0,24708,3586,194.6,28.24,261.1,0.7452,0.1082,2316,24708,3586,0.1451,0.8092,227.1,5.425,104.3,4.647
3540326229,Archspire,Technical Death Metal,28,75.75,27,7084,0,1,0,0,0,0,0,0,0,0,0,0,0,10607,2367,392.9,87.67,262.4,1.497,0.3341,2318,10607,2367,0.2232,0.8382,464.7,6.141,118.1,4.771
58,Skyclad,Folk Metal,57,79,102,2.59e+04,0,0,0,0,1,0,0,0,0,0,0,0,0,26550,4267,260.3,41.83,254,1.025,0.1647,2328,26550,4267,0.1607,0.8205,366.8,5.905,134.1,4.899
115,Voivod,Thrash Metal (early); Progressive Metal (later),82,83.45,103,3.261e+04,0,0,0,0,0,0,0,0,0,0,1,0,1,15387,2965,149.4,28.79,316.6,0.4718,0.09092,2355,15387,2965,0.1927,0.8292,430.6,6.065,143.2,4.964
2381,Goatwhore,Black/Death/Thrash Metal,37,78.29,73,1.617e+04,1,1,0,0,0,0,0,0,0,0,0,0,1,16253,3172,222.6,43.45,221.5,1.005,0.1961,2379,16253,3172,0.1952,0.8315,801.9,6.687,70.7,4.258
296,The Lord Weird Slough Feg,Heavy Metal,51,86.7,86,1.987e+04,0,0,0,0,0,0,0,1,0,0,0,0,0,10197,2434,118.6,28.3,231,0.5133,0.1225,2399,10197,2434,0.2387,0.8448,584.8,6.371,108.1,4.683
79,Origin,Technical Brutal Death Metal,77,72.71,63,1.354e+04,0,1,0,0,0,0,0,0,0,0,0,0,0,13213,3239,209.7,51.41,214.9,0.9759,0.2392,2443,13213,3239,0.2451,0.8518,648.5,6.475,154.9,5.042
